ProjectSize,Budget,NumberOfWorkers,WeatherConditions,MaterialAvailability,TargetCompletionDate,Delayed,ProjectManagerExperience,SubcontractorReliability,RegulatoryApprovalStatus,SiteAccessibility,DailyWorkHours,NumberOfSubcontractors,ResourceAvailability,ClientDemand,EconomicConditions,PreviousDelays
722582.0,1753255.0,224.0,Sunny,Medium,2023-05-20,0.0,13.0,,Pending,Moderate,7.0,11.0,Low,High,Neutral,1.0
381423.0,1303763.0,455.0,Sunny,High,2025-08-24,0.0,19.0,High,Approved,Good,7.0,8.0,Medium,Medium,Neutral,2.0
,1401004.0,172.0,Cloudy,Low,2024-10-16,0.0,15.0,,Rejected,,9.0,17.0,Medium,,Neutral,1.0
441371.0,1564172.0,294.0,Sunny,High,2025-03-14,0.0,8.0,,Approved,Good,9.0,2.0,Low,Medium,Neutral,3.0
295032.0,4178848.0,440.0,Sunny,High,2025-01-20,0.0,3.0,High,Rejected,Good,,13.0,Medium,Low,Neutral,1.0
972793.0,,,Sunny,Low,2025-08-24,0.0,4.0,Medium,Pending,Good,11.0,16.0,Low,High,Unfavorable,2.0
915073.0,3033169.0,,Cloudy,,2025-09-16,0.0,10.0,High,Rejected,Moderate,7.0,,High,Medium,Favorable,3.0
321914.0,4937121.0,361.0,,Low,2024-02-05,0.0,6.0,Medium,Approved,Good,7.0,17.0,Low,Medium,Unfavorable,2.0
626503.0,4297196.0,209.0,Sunny,Low,2025-12-10,0.0,18.0,High,Pending,Poor,11.0,3.0,High,Medium,Neutral,3.0
807524.0,1198315.0,65.0,Rainy,,2023-12-16,0.0,9.0,High,Pending,Moderate,11.0,18.0,Low,Low,Neutral,2.0
951526.0,1094817.0,388.0,Sunny,High,2024-11-28,1.0,16.0,Low,Approved,Moderate,9.0,7.0,Medium,High,Favorable,
323735.0,2949348.0,458.0,Sunny,High,2025-04-10,1.0,17.0,Low,Approved,Poor,8.0,11.0,High,Medium,Unfavorable,3.0
892813.0,1132608.0,87.0,Rainy,High,2023-05-30,0.0,7.0,High,Approved,Moderate,8.0,3.0,High,High,Unfavorable,2.0
385457.0,3332495.0,,,High,2023-07-17,1.0,5.0,Low,Rejected,Moderate,11.0,9.0,High,Low,Unfavorable,1.0
811041.0,3410973.0,215.0,Snowy,High,2023-12-30,1.0,16.0,Medium,Pending,Good,,16.0,Low,Low,Favorable,3.0
,2162958.0,493.0,Snowy,Medium,2025-08-12,1.0,13.0,Medium,,Moderate,9.0,19.0,High,Medium,Favorable,4.0
872909.0,1971134.0,310.0,Snowy,Medium,2023-03-14,1.0,13.0,Medium,Approved,,,9.0,Medium,Low,Neutral,4.0
738033.0,4219852.0,485.0,Snowy,Low,2023-12-01,0.0,16.0,High,Pending,Poor,10.0,11.0,Low,Medium,Neutral,1.0
974779.0,3846195.0,240.0,Sunny,Medium,2024-11-16,0.0,7.0,Medium,Rejected,Moderate,11.0,,High,,Favorable,1.0
631538.0,1439881.0,173.0,Sunny,High,2025-08-13,1.0,3.0,Low,Approved,Poor,9.0,7.0,Medium,Medium,Unfavorable,
,699634.0,150.0,Snowy,High,2024-10-17,0.0,10.0,Low,Rejected,Good,9.0,5.0,Medium,Medium,Favorable,4.0
653295.0,3959612.0,211.0,Sunny,Medium,2023-01-04,,,Medium,Rejected,Good,6.0,13.0,Medium,Medium,Favorable,3.0
707393.0,1443511.0,264.0,Rainy,High,2025-04-05,1.0,14.0,Low,Rejected,Poor,7.0,9.0,Medium,Low,Neutral,2.0
444155.0,4250175.0,231.0,Snowy,,2023-03-10,1.0,5.0,Medium,Rejected,Good,9.0,1.0,,High,Unfavorable,4.0
908533.0,2074743.0,222.0,Snowy,High,2023-08-26,0.0,13.0,Medium,Approved,Poor,11.0,18.0,High,High,Favorable,4.0
481932.0,3313979.0,370.0,Sunny,Low,2025-11-28,1.0,15.0,High,Approved,Good,7.0,9.0,Medium,Medium,Favorable,4.0
102319.0,4946238.0,219.0,,High,2025-06-07,1.0,15.0,Low,Approved,Poor,6.0,1.0,Low,Medium,Favorable,3.0
347586.0,2028131.0,323.0,Rainy,Medium,2025-10-13,0.0,12.0,High,Pending,Poor,10.0,9.0,Low,Medium,Neutral,4.0
666220.0,3199868.0,191.0,Rainy,Low,,0.0,1.0,,Approved,Poor,8.0,12.0,High,Low,Unfavorable,4.0
956129.0,3518193.0,311.0,Cloudy,Low,2023-04-25,0.0,8.0,Low,,Good,,17.0,Low,Low,Favorable,0.0
678801.0,2974508.0,73.0,,Medium,2023-06-22,0.0,5.0,Medium,Pending,Good,9.0,,Medium,Medium,Neutral,4.0
484667.0,812783.0,,Snowy,High,2025-03-28,0.0,11.0,High,Approved,Poor,10.0,10.0,Medium,Low,Neutral,4.0
308222.0,702383.0,450.0,Rainy,Low,2024-11-25,1.0,19.0,Medium,Rejected,Poor,7.0,13.0,,High,Neutral,2.0
853651.0,3522717.0,74.0,Cloudy,Low,2024-09-14,1.0,11.0,Medium,Rejected,Good,6.0,6.0,Low,Medium,Neutral,2.0
890923.0,2582113.0,260.0,Sunny,Medium,2024-05-23,0.0,5.0,Low,Pending,Poor,8.0,12.0,High,Medium,Unfavorable,3.0
123188.0,2456720.0,135.0,Sunny,High,2025-03-08,0.0,18.0,Medium,Approved,Moderate,10.0,12.0,High,Medium,,
968152.0,1776719.0,290.0,Snowy,High,,0.0,7.0,,Rejected,Moderate,6.0,,,Medium,Favorable,3.0
718599.0,2947658.0,106.0,Sunny,Medium,2024-10-31,1.0,1.0,Low,Pending,Poor,7.0,10.0,Low,High,Favorable,
903712.0,556262.0,,Cloudy,,2024-04-12,0.0,,Low,Pending,Moderate,7.0,8.0,Low,Medium,Neutral,1.0
178277.0,4176030.0,76.0,Rainy,Medium,2024-08-30,0.0,18.0,High,Rejected,Poor,10.0,11.0,High,High,Unfavorable,0.0
429449.0,1014086.0,146.0,Rainy,Low,2025-10-19,0.0,19.0,,Approved,Good,8.0,3.0,Low,Low,Neutral,0.0
286074.0,1217646.0,309.0,Sunny,,2024-06-17,0.0,15.0,Low,Approved,Poor,9.0,13.0,Medium,Medium,Unfavorable,2.0
459710.0,2232276.0,309.0,Rainy,High,2025-05-04,0.0,12.0,Medium,Pending,Poor,,1.0,Medium,Low,Neutral,2.0
114757.0,1818257.0,230.0,Snowy,Medium,2024-06-26,0.0,9.0,Medium,Approved,Good,11.0,18.0,High,High,Neutral,3.0
305886.0,2695451.0,53.0,Cloudy,Medium,2024-03-26,0.0,6.0,High,Rejected,Good,,5.0,Low,Medium,Neutral,0.0
823184.0,3691722.0,234.0,,Medium,2025-08-12,0.0,2.0,Low,Approved,,11.0,,Medium,High,Favorable,4.0
672274.0,4437132.0,319.0,Sunny,Medium,2023-09-15,,4.0,Medium,Approved,Moderate,7.0,14.0,Low,High,Neutral,1.0
513736.0,544320.0,112.0,Cloudy,,2023-06-15,0.0,11.0,Medium,Approved,Poor,,18.0,High,High,Unfavorable,2.0
572818.0,1638136.0,132.0,,High,2023-11-15,0.0,,Low,,Poor,11.0,18.0,Low,Medium,Favorable,3.0
653319.0,4772227.0,453.0,Sunny,High,,0.0,3.0,Low,Pending,Good,7.0,3.0,Medium,Medium,Unfavorable,1.0
127257.0,1076177.0,,Rainy,Low,2024-12-08,0.0,,High,Approved,Moderate,6.0,10.0,Low,High,Neutral,
152210.0,3335083.0,303.0,Rainy,Medium,,0.0,17.0,Low,Approved,Moderate,8.0,7.0,High,,Unfavorable,1.0
767260.0,,331.0,Rainy,High,2023-05-10,0.0,12.0,Low,Rejected,Good,7.0,13.0,Medium,Medium,Unfavorable,2.0
287455.0,1127102.0,165.0,Snowy,Medium,2025-03-31,1.0,19.0,Low,Rejected,Poor,10.0,8.0,Low,High,Favorable,
427902.0,600667.0,166.0,Cloudy,High,2025-11-03,0.0,15.0,,Rejected,Poor,11.0,8.0,High,Medium,Favorable,
179553.0,4682799.0,400.0,Cloudy,,2025-07-31,0.0,16.0,Medium,Rejected,Good,6.0,15.0,Low,,Unfavorable,4.0
531998.0,3132563.0,256.0,Sunny,Medium,2023-02-22,,5.0,High,Pending,Poor,7.0,2.0,Medium,Medium,Neutral,1.0
897753.0,3730564.0,127.0,Sunny,High,2025-09-07,1.0,1.0,Low,Pending,Moderate,9.0,6.0,Medium,Medium,Favorable,0.0
355135.0,3406388.0,325.0,Cloudy,Low,2024-02-12,0.0,12.0,Medium,Pending,Moderate,6.0,18.0,High,Low,,3.0
750774.0,2788597.0,442.0,Sunny,Low,2024-12-10,0.0,6.0,Medium,Pending,Moderate,9.0,13.0,Low,Low,Favorable,2.0
,1720722.0,439.0,Snowy,High,2024-09-03,0.0,19.0,Medium,Rejected,Good,7.0,3.0,Low,High,Unfavorable,4.0
190414.0,3392088.0,390.0,,Medium,2024-06-23,1.0,2.0,High,Pending,Good,8.0,15.0,Medium,Medium,Neutral,1.0
164111.0,2992734.0,218.0,,Medium,2025-04-06,0.0,14.0,Medium,,,9.0,9.0,High,Low,Neutral,
820631.0,3375662.0,362.0,Cloudy,Low,2024-06-08,0.0,4.0,High,,Poor,7.0,14.0,Medium,High,Favorable,1.0
366833.0,3484656.0,,Snowy,Low,,,2.0,Medium,Pending,Poor,10.0,11.0,Low,Medium,Neutral,4.0
282896.0,3319815.0,384.0,Rainy,High,2024-12-26,0.0,4.0,Medium,Rejected,Moderate,9.0,4.0,High,High,Favorable,3.0
835233.0,4308298.0,308.0,Cloudy,Medium,,0.0,5.0,High,Approved,,10.0,,Low,Low,,
660906.0,3579273.0,287.0,Rainy,Low,2024-07-24,0.0,18.0,Medium,Approved,Poor,11.0,5.0,Medium,Medium,Favorable,1.0
237532.0,2910894.0,61.0,Snowy,High,,1.0,2.0,Low,Pending,Poor,11.0,7.0,,Medium,Unfavorable,3.0
677789.0,3169879.0,,Sunny,Low,2024-10-04,1.0,13.0,Low,Pending,,,2.0,Medium,Low,Favorable,
824247.0,780708.0,324.0,Sunny,Medium,2024-10-12,0.0,9.0,High,Pending,Good,9.0,10.0,High,Medium,Neutral,4.0
804572.0,3514495.0,323.0,Sunny,High,,0.0,19.0,High,Rejected,,8.0,13.0,Low,High,Unfavorable,0.0
904636.0,4935693.0,372.0,Snowy,High,2025-12-14,1.0,1.0,High,Pending,Poor,7.0,1.0,High,Medium,Favorable,4.0
944722.0,3666289.0,,Rainy,High,2023-02-28,0.0,7.0,Low,Approved,Good,6.0,10.0,High,Medium,Unfavorable,0.0
875736.0,777337.0,208.0,Snowy,Low,2024-04-18,0.0,11.0,High,Pending,Poor,8.0,,Medium,Low,Neutral,1.0
892817.0,4751585.0,496.0,Snowy,Medium,2024-02-12,0.0,10.0,Medium,,Moderate,6.0,6.0,Medium,Low,Neutral,0.0
480589.0,2938040.0,227.0,Cloudy,High,2025-01-27,1.0,8.0,Medium,Pending,Good,11.0,7.0,Low,,Favorable,3.0
,1445661.0,326.0,Rainy,Low,2025-06-13,,6.0,High,Rejected,Poor,11.0,9.0,Low,High,Neutral,1.0
919086.0,1596726.0,349.0,Snowy,Medium,2025-07-06,0.0,16.0,,Approved,Good,,4.0,Low,Low,Favorable,2.0
112483.0,2180802.0,314.0,,,2024-05-19,0.0,6.0,Medium,Pending,Moderate,,16.0,High,Medium,Neutral,3.0
829851.0,2561263.0,423.0,Rainy,High,2024-10-30,0.0,13.0,Low,,Good,6.0,5.0,Medium,,Neutral,2.0
877109.0,4286105.0,,Cloudy,Medium,2024-06-27,0.0,9.0,High,Rejected,Good,6.0,,High,Medium,Neutral,1.0
274157.0,1564559.0,478.0,Cloudy,High,2024-05-27,1.0,18.0,High,Approved,Good,7.0,15.0,Medium,Medium,,4.0
478951.0,1817605.0,279.0,Cloudy,Low,2023-06-21,0.0,16.0,Medium,Approved,Moderate,8.0,19.0,,Medium,Neutral,1.0
253897.0,4234447.0,331.0,Cloudy,High,2025-05-04,1.0,13.0,Low,Approved,Poor,7.0,16.0,Low,Low,Unfavorable,2.0
,4204960.0,436.0,Sunny,Low,2025-07-23,1.0,1.0,Low,Approved,,7.0,3.0,Low,High,Neutral,0.0
321225.0,2957645.0,451.0,Rainy,Low,2023-12-07,1.0,3.0,Low,Pending,Good,9.0,13.0,High,High,Neutral,4.0
849687.0,3595288.0,486.0,Sunny,High,2025-06-09,1.0,5.0,Low,Pending,Poor,7.0,5.0,,High,Neutral,4.0
165984.0,,394.0,Sunny,High,,0.0,19.0,Low,Rejected,Moderate,10.0,6.0,,High,,0.0
512116.0,1664849.0,244.0,Cloudy,High,2025-05-30,0.0,10.0,Medium,,Poor,10.0,6.0,Low,High,Unfavorable,
800931.0,1770108.0,,Snowy,Low,2024-05-02,0.0,13.0,Medium,Pending,Good,9.0,6.0,,Medium,Favorable,3.0
,1739094.0,263.0,Snowy,,2025-04-16,1.0,14.0,High,Pending,Moderate,11.0,14.0,Medium,,Unfavorable,4.0
898347.0,1656711.0,377.0,Cloudy,Medium,,,13.0,Medium,Approved,Poor,9.0,7.0,Low,High,,
826211.0,3908798.0,245.0,Rainy,Low,2024-11-30,1.0,16.0,High,Rejected,Moderate,8.0,2.0,Low,Low,Unfavorable,
162704.0,2580377.0,478.0,Sunny,High,2024-02-09,1.0,19.0,Low,Rejected,Good,11.0,6.0,Low,Low,Unfavorable,4.0
362552.0,892984.0,81.0,Cloudy,High,2025-08-06,0.0,5.0,High,Approved,Moderate,8.0,13.0,High,Low,Unfavorable,3.0
631234.0,1388006.0,143.0,Cloudy,High,2024-11-01,0.0,12.0,High,Approved,Moderate,10.0,7.0,High,High,Neutral,
440906.0,,,Rainy,Medium,2025-08-29,1.0,8.0,Medium,Approved,Poor,9.0,7.0,Medium,High,Favorable,2.0
340412.0,2570020.0,,Rainy,,2025-08-05,1.0,19.0,Low,Approved,Good,11.0,,Low,Low,Unfavorable,3.0
229879.0,537458.0,371.0,Snowy,Medium,2024-10-02,0.0,3.0,Medium,Rejected,Moderate,7.0,9.0,,Medium,Unfavorable,3.0
738618.0,4684422.0,213.0,,Low,,0.0,12.0,Low,Approved,Good,6.0,10.0,,Medium,Neutral,1.0
854833.0,987019.0,,Cloudy,High,2023-08-05,0.0,9.0,Low,Pending,Moderate,8.0,11.0,Medium,High,Favorable,2.0
503659.0,1850162.0,51.0,Rainy,Low,,0.0,6.0,Medium,Approved,Moderate,8.0,16.0,Medium,,Favorable,4.0
849208.0,608043.0,368.0,Cloudy,Low,2025-01-18,0.0,12.0,Medium,,Good,10.0,19.0,High,Medium,Unfavorable,0.0
767077.0,,229.0,Rainy,High,2023-01-24,0.0,,High,Rejected,Moderate,8.0,10.0,High,Low,Favorable,2.0
,2459142.0,185.0,Snowy,High,2024-08-04,0.0,14.0,Low,Approved,Moderate,11.0,6.0,Medium,Low,Unfavorable,
974567.0,1039394.0,125.0,Snowy,Medium,,0.0,3.0,Medium,Pending,Good,11.0,18.0,Low,Low,Unfavorable,2.0
830210.0,1813099.0,468.0,Rainy,,2024-11-30,1.0,15.0,,Approved,Good,11.0,13.0,High,Medium,Favorable,4.0
546316.0,4725978.0,163.0,Rainy,High,2024-03-15,0.0,12.0,High,Approved,Good,,11.0,Low,High,Unfavorable,2.0
,2880110.0,65.0,Sunny,Low,2025-02-07,0.0,19.0,Medium,Rejected,Good,9.0,17.0,High,High,Unfavorable,
989425.0,1818391.0,354.0,Snowy,Low,2024-05-26,0.0,9.0,Medium,Rejected,Good,8.0,9.0,Low,High,Unfavorable,3.0
700777.0,532694.0,201.0,Snowy,Medium,2025-07-07,1.0,9.0,,Approved,Poor,6.0,16.0,High,Low,Unfavorable,0.0
557119.0,1199752.0,334.0,Cloudy,Medium,2024-01-11,0.0,13.0,Medium,Approved,Good,6.0,,High,Low,Neutral,4.0
367176.0,3976652.0,106.0,Rainy,High,2025-06-21,,1.0,High,Rejected,,,18.0,High,High,Unfavorable,1.0
328052.0,3140232.0,237.0,,High,2025-01-17,1.0,6.0,Low,Approved,Good,6.0,4.0,Low,,Favorable,4.0
998362.0,3504865.0,499.0,Sunny,,2025-07-26,1.0,,Medium,Pending,Moderate,7.0,15.0,High,Low,Unfavorable,4.0
781411.0,3518884.0,,,,2024-09-13,0.0,18.0,Medium,Rejected,Poor,6.0,,,High,Favorable,2.0
168441.0,1959594.0,306.0,Sunny,Low,2025-09-06,0.0,,Medium,Rejected,Good,8.0,9.0,High,High,Unfavorable,0.0
369364.0,1754129.0,114.0,Cloudy,Medium,,1.0,9.0,Low,Pending,Poor,8.0,14.0,Low,High,Unfavorable,3.0
965668.0,1868266.0,290.0,Snowy,Medium,,1.0,15.0,Low,Approved,Good,8.0,,High,Low,Favorable,0.0
115736.0,4729795.0,141.0,Rainy,High,2023-10-13,1.0,18.0,Low,Rejected,Good,6.0,13.0,Low,Low,Favorable,1.0
337703.0,4803811.0,351.0,Snowy,Low,2023-06-01,1.0,8.0,High,Pending,Good,11.0,6.0,High,Medium,Neutral,2.0
632310.0,3317310.0,489.0,Sunny,High,,1.0,8.0,Medium,,,8.0,11.0,Low,Medium,Favorable,3.0
980496.0,3796438.0,180.0,Snowy,High,2024-04-03,0.0,8.0,Low,Approved,Moderate,8.0,,Low,Medium,Unfavorable,2.0
386675.0,,,Cloudy,,2023-11-01,0.0,8.0,Medium,Pending,,7.0,16.0,Medium,Medium,Unfavorable,1.0
,4900958.0,375.0,,High,2025-01-26,0.0,12.0,Medium,Approved,Poor,,10.0,Medium,Low,Neutral,2.0
638211.0,1460618.0,121.0,Snowy,Low,2025-06-16,,14.0,High,Rejected,Poor,7.0,1.0,High,Medium,Neutral,4.0
843080.0,4496293.0,230.0,,Low,2025-04-28,1.0,19.0,,Approved,Poor,10.0,10.0,Medium,High,Neutral,
298647.0,990963.0,,Cloudy,Medium,2024-11-03,1.0,16.0,High,Rejected,,7.0,18.0,Low,High,Neutral,0.0
702873.0,,434.0,Snowy,Low,2024-05-09,1.0,,Medium,Rejected,Good,8.0,14.0,High,High,Unfavorable,0.0
494282.0,,118.0,Rainy,Medium,,0.0,13.0,Medium,Pending,,6.0,3.0,High,Low,Unfavorable,1.0
744163.0,3014631.0,470.0,Snowy,,2023-11-28,0.0,19.0,Low,Approved,Moderate,,11.0,High,,,3.0
,3869815.0,177.0,Cloudy,Low,2024-04-30,0.0,3.0,Low,Approved,Good,11.0,19.0,High,Low,Neutral,1.0
,587454.0,119.0,Rainy,High,2025-01-17,,8.0,Medium,Approved,,9.0,15.0,High,High,Favorable,1.0
959849.0,4456545.0,166.0,Cloudy,Low,2023-06-17,,4.0,Low,Approved,Poor,6.0,11.0,,Low,Neutral,
480094.0,772343.0,296.0,Rainy,Low,2023-04-24,0.0,18.0,High,Rejected,Moderate,10.0,18.0,Low,High,Neutral,2.0
437236.0,1619422.0,298.0,Rainy,High,2024-02-07,0.0,9.0,,,Poor,6.0,3.0,Low,High,Unfavorable,3.0
962948.0,4465150.0,212.0,Cloudy,Medium,2023-04-14,0.0,6.0,High,Rejected,Poor,10.0,18.0,Medium,Medium,Unfavorable,4.0
730298.0,2280873.0,208.0,Rainy,Medium,2024-09-12,0.0,19.0,Medium,Approved,Poor,10.0,18.0,High,,Favorable,0.0
760739.0,1321456.0,336.0,Sunny,Medium,2024-03-03,1.0,12.0,Low,Rejected,Poor,6.0,7.0,High,Low,Neutral,1.0
379871.0,2641662.0,190.0,Cloudy,Medium,2024-03-12,0.0,15.0,Medium,,Poor,11.0,7.0,High,Medium,Unfavorable,
479079.0,2117155.0,134.0,Snowy,Low,2025-04-10,1.0,1.0,High,Approved,,9.0,14.0,Low,High,Favorable,0.0
195235.0,2251808.0,180.0,Sunny,Low,2024-02-28,1.0,,High,Rejected,Good,6.0,15.0,High,Medium,Neutral,2.0
222660.0,1081535.0,108.0,Snowy,Medium,2023-04-11,,7.0,High,Approved,Poor,8.0,13.0,High,High,Unfavorable,3.0
428840.0,2333379.0,489.0,Cloudy,High,,0.0,,High,Approved,,7.0,19.0,,Medium,Neutral,1.0
819408.0,,442.0,Cloudy,Low,2024-12-23,0.0,6.0,Medium,Pending,Good,8.0,5.0,Low,Low,Unfavorable,0.0
659894.0,1165140.0,482.0,Rainy,Medium,2023-04-02,1.0,16.0,Medium,Approved,Poor,7.0,8.0,Medium,,Unfavorable,2.0
107417.0,3724171.0,243.0,,Medium,,1.0,19.0,High,Approved,Good,11.0,2.0,High,,Neutral,4.0
887486.0,3393071.0,62.0,Snowy,High,2023-02-25,1.0,17.0,Medium,Rejected,Good,9.0,,Low,Low,,4.0
876433.0,4389811.0,60.0,Rainy,High,2023-11-22,0.0,1.0,Low,Pending,,11.0,18.0,Low,High,Favorable,1.0
762566.0,783538.0,96.0,Snowy,Low,2024-06-03,0.0,,High,Pending,Good,9.0,17.0,High,Low,Unfavorable,3.0
141792.0,3434863.0,354.0,,Medium,2024-09-11,1.0,,High,Rejected,,11.0,4.0,Medium,High,Neutral,1.0
314782.0,4703547.0,,Sunny,High,2025-10-20,0.0,1.0,Medium,Pending,Poor,11.0,10.0,Medium,Low,Unfavorable,2.0
180034.0,597896.0,467.0,Cloudy,Low,2025-10-05,,12.0,High,Rejected,Poor,,17.0,,Medium,Unfavorable,
142264.0,4507894.0,399.0,Cloudy,High,2025-09-18,,8.0,Medium,Approved,,11.0,11.0,Medium,Low,Favorable,1.0
738526.0,565932.0,457.0,Snowy,Medium,2023-09-23,1.0,6.0,Medium,Rejected,Good,8.0,17.0,Medium,Low,Unfavorable,3.0
870220.0,1795694.0,315.0,Snowy,Medium,2024-07-07,0.0,10.0,Low,Rejected,Good,8.0,11.0,Low,High,Unfavorable,1.0
431801.0,2290913.0,176.0,Sunny,Medium,2023-07-31,0.0,10.0,High,Pending,Poor,10.0,16.0,,Medium,Favorable,0.0
609093.0,4532777.0,62.0,Snowy,High,2023-05-06,0.0,15.0,Medium,Rejected,Poor,8.0,10.0,Low,Medium,Favorable,3.0
187284.0,879945.0,490.0,Sunny,Medium,2024-01-12,1.0,11.0,Low,,Poor,10.0,12.0,High,Medium,,0.0
625955.0,616836.0,316.0,Snowy,Low,2025-10-14,0.0,16.0,High,Approved,Poor,9.0,19.0,Medium,High,Neutral,2.0
990674.0,2662183.0,141.0,Cloudy,Medium,2023-12-30,0.0,8.0,Low,Rejected,,10.0,11.0,Medium,Medium,,2.0
968102.0,1709654.0,437.0,Rainy,High,2024-08-03,1.0,4.0,Medium,Pending,Good,11.0,4.0,Medium,Low,Unfavorable,4.0
161853.0,2527014.0,443.0,,High,2025-06-09,0.0,6.0,High,Pending,Poor,6.0,,Medium,Low,Neutral,3.0
752697.0,2397936.0,419.0,,,2024-08-07,1.0,4.0,,Approved,Moderate,,4.0,Medium,High,,0.0
212092.0,1351616.0,313.0,,High,2023-04-17,0.0,12.0,Low,Pending,Good,8.0,12.0,High,High,Favorable,3.0
641937.0,4663993.0,233.0,Sunny,Low,2025-04-14,,13.0,Low,Rejected,Moderate,8.0,15.0,,High,Favorable,0.0
380117.0,1554028.0,389.0,Sunny,Medium,2024-08-02,1.0,18.0,High,Pending,,11.0,14.0,Medium,Low,Favorable,2.0
415168.0,4876500.0,216.0,,High,,0.0,9.0,Low,Rejected,Poor,6.0,3.0,Low,Medium,Neutral,0.0
187974.0,938690.0,223.0,Cloudy,Medium,,0.0,15.0,High,,Moderate,10.0,7.0,,High,Unfavorable,2.0
566422.0,2388200.0,95.0,Snowy,Medium,2024-05-14,0.0,2.0,,Pending,Good,9.0,2.0,Medium,,Unfavorable,
731040.0,3359772.0,129.0,Cloudy,Medium,2023-11-01,1.0,7.0,High,Pending,Poor,7.0,8.0,Medium,Medium,Favorable,3.0
632828.0,928715.0,381.0,Sunny,Medium,2024-09-12,0.0,,Low,Rejected,Good,11.0,7.0,Medium,High,Favorable,
933538.0,2046232.0,455.0,Sunny,Low,2023-01-11,,2.0,Low,Pending,Moderate,8.0,4.0,High,,Unfavorable,3.0
612410.0,2309143.0,133.0,Sunny,Medium,2024-06-04,0.0,11.0,Low,Rejected,Poor,7.0,16.0,High,High,Neutral,3.0
183769.0,1518001.0,292.0,Sunny,,2023-02-01,0.0,16.0,High,Approved,Good,6.0,,Medium,High,Favorable,
906671.0,809805.0,137.0,Rainy,High,2025-01-05,0.0,13.0,Medium,Rejected,Poor,8.0,8.0,High,High,Favorable,0.0
775808.0,726521.0,444.0,Cloudy,Low,2023-06-20,0.0,12.0,High,Approved,Poor,11.0,7.0,High,High,Unfavorable,3.0
138942.0,1961961.0,73.0,Rainy,Low,2023-11-08,1.0,9.0,Low,Rejected,Moderate,7.0,7.0,High,High,Favorable,0.0
644508.0,1377420.0,419.0,,Low,,1.0,16.0,High,,Poor,9.0,4.0,Medium,High,Neutral,
446358.0,1480554.0,,Rainy,Low,2025-01-30,0.0,,Medium,Rejected,Poor,,13.0,Low,High,Favorable,3.0
872465.0,3126184.0,294.0,Cloudy,Medium,2024-09-24,0.0,16.0,Medium,Rejected,Moderate,,8.0,,Low,Favorable,1.0
301871.0,720364.0,82.0,Snowy,Medium,2023-03-09,,5.0,High,Approved,,10.0,5.0,Low,Low,Neutral,0.0
465133.0,3647621.0,342.0,Cloudy,Low,2025-06-14,0.0,8.0,Low,Pending,Poor,6.0,7.0,Medium,Low,Neutral,3.0
936330.0,2885466.0,199.0,Snowy,Medium,,,9.0,Medium,,Poor,11.0,1.0,High,Medium,Unfavorable,4.0
946122.0,1804006.0,,Cloudy,,2023-01-08,1.0,8.0,Low,Pending,,10.0,11.0,Low,High,Unfavorable,0.0
936560.0,2905487.0,400.0,Rainy,Low,2025-08-15,1.0,19.0,Medium,Rejected,Moderate,6.0,11.0,Low,Medium,Unfavorable,3.0
206072.0,602541.0,287.0,Rainy,Medium,2023-11-03,0.0,1.0,Low,Pending,Good,7.0,7.0,,Medium,Favorable,1.0
587832.0,,,Cloudy,Low,,0.0,12.0,High,Rejected,Poor,8.0,4.0,High,High,Neutral,2.0
305823.0,2443956.0,488.0,Cloudy,High,,,,Medium,Pending,Poor,9.0,13.0,High,Low,Unfavorable,3.0
190927.0,3517398.0,116.0,Sunny,Medium,2023-06-19,1.0,15.0,Medium,,Poor,8.0,1.0,High,Medium,Favorable,3.0
946004.0,620753.0,227.0,Rainy,,2025-05-20,1.0,,Low,Approved,Moderate,9.0,8.0,Medium,Medium,Neutral,4.0
904517.0,3341423.0,250.0,Cloudy,High,2025-12-24,0.0,13.0,High,Pending,Moderate,10.0,5.0,Medium,,Favorable,
638436.0,3960697.0,217.0,Cloudy,Medium,2024-10-02,0.0,13.0,Medium,Approved,,9.0,9.0,Medium,Low,Favorable,0.0
728535.0,4077777.0,486.0,,Low,2024-12-25,0.0,8.0,High,Approved,Good,8.0,,Medium,Medium,Favorable,4.0
301384.0,4851877.0,438.0,Snowy,Medium,2025-09-16,1.0,4.0,Medium,Approved,Moderate,,8.0,High,High,Unfavorable,4.0
521481.0,4910753.0,441.0,Snowy,Low,2025-11-19,0.0,10.0,High,Approved,Good,6.0,4.0,High,,Favorable,0.0
,2493035.0,472.0,Rainy,Medium,2023-12-17,0.0,2.0,High,Pending,Good,10.0,7.0,Low,High,,3.0
281944.0,841494.0,370.0,Rainy,Medium,2024-08-24,0.0,14.0,High,Pending,Moderate,7.0,2.0,Low,Low,Unfavorable,1.0
644889.0,,121.0,Cloudy,Medium,2024-11-14,0.0,5.0,Medium,Approved,Good,8.0,13.0,High,High,Unfavorable,2.0
570172.0,2491803.0,400.0,Cloudy,Low,2023-09-23,0.0,17.0,Medium,,,,10.0,,,Neutral,1.0
105673.0,3868985.0,347.0,Snowy,Medium,2024-05-13,0.0,18.0,Medium,Approved,Good,7.0,4.0,Low,Low,Favorable,4.0
626983.0,1828849.0,133.0,Snowy,High,2023-10-15,0.0,9.0,Medium,Approved,Moderate,11.0,7.0,High,High,Unfavorable,0.0
